Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1864,Bangalore,Bangalore,Onion,Puna,FAQ,3000,5000,4000,07-Nov-23
1865,Bangalore,Bangalore,Onion,Puna,FAQ,3500,5000,4000,21-Nov-23
1866,Bangalore,Bangalore,Onion,Puna,FAQ,4000,5200,4400,04-Dec-23
1867,Bangalore,Bangalore,Onion,Puna,FAQ,4500,5400,5000,25-Oct-23
1868,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,500,300,02-Mar-23
1869,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,500,400,23-Feb-23
1870,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,600,400,19-May-22
1871,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,23-Mar-22
1872,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,26-Mar-24
1873,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,02-May-23
1874,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,05-Apr-23
1875,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,05-May-23
1876,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,06-Apr-23
1877,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,08-May-23
1878,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,22-May-23
1879,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,600,450,12-Apr-22
1880,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,500,07-Mar-23
1881,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,500,12-Aug-22
1882,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,30-Jun-23
1883,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,750,21-Apr-22
1884,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,900,800,05-May-22
1885,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,21-Jun-22
1886,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,27-Mar-23
1887,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,29-Dec-22
1888,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,04-Feb-23
1889,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,06-Feb-23
1890,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,12-Jul-22
1891,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,30-Apr-24
1892,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,600,1000,800,24-Jun-22
1893,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,900,07-Jul-23
1894,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1500,1200,07-Jun-24
1895,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1800,1500,22-Dec-23
1896,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,2800,2500,19-Oct-23
1897,Bangalore,Bangalore,Onion,Local,FAQ,300,500,400,17-Sep-22
1898,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,11-May-23
1899,Bangalore,Bangalore,Onion,Local,FAQ,600,900,850,12-Apr-22
1900,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,22-Aug-22
1901,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,08-Mar-23
1902,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,02-Aug-22
1903,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,13-Jun-22
1904,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,29-Apr-22
1905,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,01-Sep-22
1906,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,29-May-23
1907,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,06-Oct-22
1908,Bangalore,Bangalore,Onion,Local,FAQ,800,1400,1100,26-Mar-24
1909,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,03-Jan-23
1910,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,31-Jan-23
1911,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1200,30-Dec-22
1912,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1250,05-Mar-22
1913,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,12-Jul-22
1914,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,12-Mar-24
1915,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,21-Mar-23
1916,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,23-Mar-23
1917,Bangalore,Bangalore,Onion,Local,FAQ,1000,1600,1200,01-Feb-24
1918,Bangalore,Bangalore,Onion,Local,FAQ,1200,1700,1400,18-Apr-24
1919,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,11-Mar-22
1920,Bangalore,Bangalore,Onion,Local,FAQ,1200,2000,1600,28-Feb-22
1921,Bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,14-Feb-24
1922,Bangalore,Bangalore,Onion,Local,FAQ,1500,1700,1600,10-Aug-23
1923,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1750,14-Jan-22
1924,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,07-Nov-22
1925,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,11-Sep-23
1926,Bangalore,Bangalore,Onion,Local,FAQ,1600,2000,1800,18-Aug-23
1927,Bangalore,Bangalore,Onion,Local,FAQ,2000,2500,2400,20-Dec-23
1928,Bangalore,Bangalore,Onion,Local,FAQ,2000,2600,2400,31-Oct-22
1929,Bangalore,Bangalore,Onion,Local,FAQ,2000,2800,2400,01-Jan-22
1930,Bangalore,Bangalore,Onion,Local,FAQ,2000,3000,2500,12-Dec-23
1931,Bangalore,Bangalore,Onion,Onion,FAQ,900,1100,1000,26-May-23
1932,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,08-Mar-23
1933,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,16-Sep-22
1934,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,23-May-22
1935,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,03-Jun-22
1936,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,17-Aug-22
1937,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1300,21-Apr-22
1938,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,22-Jul-22
1939,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1300,13-Jun-22
1940,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1500,1200,28-Mar-23
1941,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1700,1400,27-Apr-22
1942,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1300,1250,30-Apr-22
1943,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,07-Feb-23
1944,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1600,1400,31-May-23
1945,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,27-Mar-23
1946,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1600,16-Jun-22
1947,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,14-Jul-22
1948,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,16-Jul-22
1949,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1600,21-Oct-22
1950,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2100,1800,15-Apr-24
1951,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2100,1800,17-Apr-24
1952,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2000,1800,09-Aug-23
1953,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2600,2000,24-Nov-22
1954,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,06-May-24
1955,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2200,01-Jun-24
1956,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2200,28-Nov-22
1957,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2200,29-May-24
1958,Bangalore,Bangalore,Onion,Onion,FAQ,2400,2800,2500,18-Oct-23
1959,Bangalore,Bangalore,Onion,Onion,FAQ,3200,4000,3500,19-Oct-23
1960,Bangalore,Bangalore,Onion,Onion,FAQ,3800,4400,4000,01-Dec-23
1961,Bangalore,Bangalore,Onion,Onion,FAQ,3800,4400,4000,02-Dec-23
1962,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,23-Feb-23
1963,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1100,12-Apr-22
1964,Bangalore,Bangalore,Onion,Puna,FAQ,900,1300,1100,06-May-23
1965,Bangalore,Bangalore,Onion,Puna,FAQ,900,1300,1100,12-May-23
1966,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1300,07-Feb-23
1967,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,18-Mar-23
1968,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,21-Mar-23
1969,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,23-Mar-23
1970,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,500,400,21-Feb-23
1971,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,20-May-23
1972,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,31-Mar-23
1973,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,600,450,13-Apr-22
1974,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,07-Jun-22
1975,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,900,700,25-Jan-23
1976,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,17-Jan-23
1977,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,18-Mar-24
1978,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,21-Mar-23
1979,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,23-Mar-23
1980,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,22-Nov-22
1981,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,27-Jul-22
1982,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,29-Jun-22
1983,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,30-Jan-23
1984,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,30-Jan-24
1985,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,1000,19-Jan-24
1986,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,29-Apr-24
1987,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,600,800,700,05-Sep-22
1988,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1500,1200,01-Jun-24
1989,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1500,1200,03-Jun-24
1990,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,08-Jan-24
1991,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,2000,1500,12-Dec-23
1992,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,2000,1500,12-Jun-24
1993,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1500,2000,1800,06-Oct-23
1994,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,3500,3000,08-Nov-23
1995,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,4000,3000,02-Nov-23
1996,Bangalore,Bangalore,Onion,Local,FAQ,300,500,400,19-Sep-22
1997,Bangalore,Bangalore,Onion,Local,FAQ,500,800,700,16-May-23
1998,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,18-Aug-22
1999,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,29-Mar-22
2000,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,07-May-22
2001,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,700,28-Feb-23
2002,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,900,20-Apr-23
2003,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,04-Aug-22
2004,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,16-Sep-22
2005,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,19-Jul-22
2006,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,22-Apr-22
2007,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,01-Jun-23
2008,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,24-Mar-22
2009,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,04-Feb-23
2010,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,12-Jan-23
2011,Bangalore,Bangalore,Onion,Local,FAQ,1000,1300,1100,17-Jun-23
2012,Bangalore,Bangalore,Onion,Local,FAQ,1000,1300,1100,21-Jun-23
2013,Bangalore,Bangalore,Onion,Local,FAQ,1000,1400,1200,05-Aug-23
2014,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,16-Mar-23
2015,Bangalore,Bangalore,Onion,Local,FAQ,1000,1600,1300,05-Dec-22
2016,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,05-Feb-22
2017,Bangalore,Bangalore,Onion,Local,FAQ,1200,2000,1700,15-Nov-22
2018,Bangalore,Bangalore,Onion,Local,FAQ,1300,1500,1400,05-Jul-23
2019,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1750,16-Feb-22
2020,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1500,02-Aug-22
2021,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1300,05-Sep-22
2022,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,06-Sep-22
2023,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,15-Jun-23
2024,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,16-Jun-23
2025,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,17-Jul-23
2026,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,26-Jul-23
2027,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,21-Mar-24
2028,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,30-Mar-24
2029,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,18-Apr-24
2030,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1800,15-Mar-24
2031,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,2000,31-Dec-22
2032,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2300,1800,19-Dec-22
2033,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2600,2200,24-Nov-22
2034,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2800,2000,12-Oct-22
2035,Bangalore,Bangalore,Onion,Puna,FAQ,1000,3000,2500,14-Dec-23
2036,Bangalore,Bangalore,Onion,Puna,FAQ,1000,3000,2500,15-Dec-23
2037,Bangalore,Bangalore,Onion,Puna,FAQ,1400,1800,1500,31-May-22
2038,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,07-Jul-22
2039,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,20-Jul-22
2040,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,29-Jun-22
2041,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2500,09-Oct-23
2042,Bangalore,Bangalore,Onion,Puna,FAQ,1700,2000,1800,21-Jan-23
2043,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2000,1900,27-Jan-23
2044,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2600,2400,28-Aug-23
2045,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2700,2400,31-Aug-23
2046,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2900,2700,08-Sep-23
2047,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,17-Aug-23
2048,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,19-Aug-23
2049,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,19-Feb-22
2050,Bangalore,Bangalore,Onion,Puna,FAQ,3000,4000,3800,23-Nov-23
2051,Bangalore,Bangalore,Onion,Puna,FAQ,3000,4500,4000,21-Oct-23
2052,Bangalore,Bangalore,Onion,Puna,FAQ,3500,4600,4000,17-Nov-23
2053,Bangalore,Bangalore,Onion,Puna,FAQ,3500,5000,4400,02-Dec-23
2054,Bangalore,Bangalore,Onion,Puna,FAQ,5000,5500,5200,27-Oct-23
2055,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,600,500,05-Jun-23
2056,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,500,04-Mar-23
2057,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,19-Aug-22
2058,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,700,600,03-Aug-22
2059,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,700,600,03-Jun-22
2060,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,500,19-Mar-22
2061,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,13-Jun-23
2062,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,05-Aug-22
2063,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,14-Sep-22
2064,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,25-Jul-22
2065,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,800,700,03-Jan-23
2066,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,14-Mar-24
2067,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,07-Jul-22
2068,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,08-Feb-24
2069,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,08-Nov-22
2070,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,15-Jul-22
2071,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,21-Dec-22
2072,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,28-Jul-22
2073,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,30-Jun-22
2074,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,22-Apr-24
2075,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,06-Sep-23
2076,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,09-Aug-23
2077,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,21-Sep-23
2078,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1500,2000,1800,03-Oct-23
2079,Bangalore,Bangalore,Onion,Local,FAQ,500,800,700,17-May-23
2080,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,12-May-23
2081,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,23-Feb-23
2082,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,20-Aug-22
2083,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,05-May-22
2084,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,20-Apr-22
2085,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,24-Apr-23
2086,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,05-Apr-22
2087,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,29-Sep-22
2088,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,06-Jan-23
2089,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,10-Jan-23
2090,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1100,17-Jul-23
2091,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1100,26-Jul-23
2092,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1200,18-Jan-23
2093,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,11-Jul-22
2094,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,14-Mar-23
2095,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,18-Jul-22
2096,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,27-Jun-22
2097,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,28-Jun-22
2098,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,12-Oct-22
2099,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,15-Oct-22
2100,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,17-Oct-22
2101,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,19-Oct-22
2102,Bangalore,Bangalore,Onion,Local,FAQ,1000,1600,1300,06-Dec-22
2103,Bangalore,Bangalore,Onion,Local,FAQ,1000,1800,1500,22-Dec-22
2104,Bangalore,Bangalore,Onion,Local,FAQ,1100,1700,1400,28-Mar-24
2105,Bangalore,Bangalore,Onion,Local,FAQ,1200,1400,1200,04-Aug-23
2106,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,05-Sep-23
2107,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,13-Dec-23
2108,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,13-Sep-23
2109,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,15-Sep-23
2110,Bangalore,Bangalore,Onion,Local,FAQ,1600,2000,1800,21-Aug-23
2111,Bangalore,Bangalore,Onion,Local,FAQ,1600,2000,1800,27-Feb-24
2112,Bangalore,Bangalore,Onion,Local,FAQ,2800,3600,3000,22-Nov-23
2113,Bangalore,Bangalore,Onion,Local,FAQ,3000,4000,3800,21-Nov-23
2114,Bangalore,Bangalore,Onion,Onion,FAQ,900,1300,1100,08-May-23
2115,Bangalore,Bangalore,Onion,Onion,FAQ,900,1300,1100,11-May-23
2116,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,09-Mar-23
2117,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,10-Mar-23
2118,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,21-May-22
2119,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,05-Jun-23
2120,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,04-Jun-22
2121,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1500,1300,17-Apr-23
2122,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,04-Feb-23
2123,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,10-Feb-23
2124,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,31-Jan-23
2125,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,04-Apr-22
2126,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,06-Apr-22
2127,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,07-Apr-22
2128,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1600,1400,23-Mar-22
2129,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1500,1400,22-Jun-23
2130,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1600,1400,11-May-22
2131,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1600,1500,24-Jan-23
2132,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1800,1500,14-Mar-23
2133,Bangalore,Bangalore,Onion,Onion,FAQ,1400,2000,1700,25-Mar-24
2134,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,27-Jul-22
2135,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,1800,11-Mar-24
2136,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2600,2000,23-Nov-22
2137,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,03-Jan-24
2138,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,05-Jan-24
2139,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,07-Nov-22
2140,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,15-Nov-22
2141,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2700,2500,12-Sep-23
2142,Bangalore,Bangalore,Onion,Onion,FAQ,3000,4000,3200,11-Dec-23
2143,Bangalore,Bangalore,Onion,Onion,FAQ,3800,4400,4000,29-Nov-23
2144,Bangalore,Bangalore,Onion,Puna,FAQ,800,1300,1200,30-Mar-23
2145,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1300,1100,19-Apr-23
2146,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1100,26-Apr-22
2147,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1200,09-Mar-23
2148,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1200,10-Mar-23
2149,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,16-Mar-23
2150,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,17-Mar-22
2151,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,21-May-22
2152,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,23-Jun-23
2153,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,28-Jul-23
2154,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,09-Jun-23
2155,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,24-Jan-24
2156,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,04-Aug-23
2157,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,17-Feb-24
2158,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,03-May-24
2159,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,05-Apr-24
2160,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,25-Apr-24
2161,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,30-Apr-24
2162,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1700,15-Jun-22
2163,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1800,13-Mar-24
2164,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,2100,10-Oct-22
2165,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2300,1800,20-Dec-22
2166,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2600,2200,17-Nov-22
2167,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2600,2200,25-Nov-22
2168,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2700,2100,17-Oct-22
2169,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2800,2200,19-Oct-22
2170,Bangalore,Bangalore,Onion,Puna,FAQ,1100,2600,2300,01-Dec-22
